Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-05-26 04:34:52,40.723293,-111.921837,1291.4,13.5,24.81,22.46,19.21,2.0,2.0,17.0,18.0,872.5,0.0,32.3,2.35,33.6,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=34, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,34,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:35:52,40.723293,-111.921837,1291.3,13.5,24.78,23.17,19.25,2.0,1.9,16.89,18.0,872.4,0.0,25.6,2.33,33.6,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=35, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,35,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:36:52,40.723293,-111.921837,1291.2,13.5,24.72,23.88,19.18,2.0,2.0,17.0,18.0,872.4,0.0,28.0,2.33,33.6,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=36, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,36,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:37:52,40.723293,-111.921837,1291.3,13.5,24.69,25.2,19.01,1.0,2.0,16.72,19.0,872.6,0.0,23.8,2.33,33.5,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=37, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,37,4,TRX01,Good,< 12.00,< 2.00
2022-05-26 04:38:52,40.723293,-111.921844,1291.4,13.5,24.66,22.53,18.94,2.0,2.0,16.89,19.0,872.5,0.0,27.0,2.33,33.5,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=38, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,38,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:39:52,40.723293,-111.921844,1291.4,13.5,24.6,21.78,18.84,1.0,2.0,16.78,18.0,872.4,0.0,26.0,2.32,33.5,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=39, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,39,4,TRX01,Good,< 12.00,< 2.00
2022-05-26 04:40:52,40.723293,-111.921844,1291.5,13.49,24.57,22.05,18.88,2.0,1.9,16.72,18.0,872.4,0.0,24.2,2.33,33.4,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=40, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,40,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:41:52,40.723293,-111.921844,1291.6,13.5,24.51,23.95,18.84,1.0,2.0,16.61,19.0,872.5,0.0,30.0,2.34,33.4,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=41, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,41,4,TRX01,Good,< 12.00,< 2.00
2022-05-26 04:42:52,40.723293,-111.921844,1291.8,13.5,24.48,24.32,18.84,2.0,2.0,16.61,19.0,872.4,0.0,28.3,2.33,33.4,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=42, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,42,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:43:52,40.723293,-111.921844,1291.9,13.5,24.45,23.41,18.91,1.0,2.0,16.61,19.0,872.5,0.0,28.2,2.32,33.3,826.0,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=43, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,43,4,TRX01,Good,< 12.00,< 2.00
2022-05-26 04:44:52,40.723293,-111.921844,1292.1,13.5,24.39,26.36,18.77,3.0,2.0,16.5,19.0,872.5,0.0,29.2,2.33,33.3,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=44, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,44,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:45:52,40.723293,-111.921844,1292.4,13.5,24.36,27.61,18.64,2.0,2.0,16.39,20.0,872.7,0.0,27.6,2.34,33.2,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=45, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,45,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:46:52,40.723293,-111.921844,1292.5,13.5,24.33,23.48,18.54,2.0,2.0,16.28,20.0,872.6,0.0,27.7,2.33,33.2,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=46, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,46,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:47:52,40.723293,-111.921844,1292.7,13.5,24.28,24.83,18.54,2.0,2.0,16.22,19.0,872.6,0.0,27.1,2.32,33.1,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=47, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,47,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:48:52,40.723289,-111.921844,1293.0,13.5,24.25,25.2,18.43,3.0,2.0,16.22,19.0,872.5,0.0,28.5,2.33,33.1,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=48, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,48,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:49:52,40.723289,-111.921852,1293.2,13.5,24.19,23.95,18.4,2.0,2.0,16.28,19.0,872.6,0.0,29.6,2.33,33.1,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=49, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,49,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:50:52,40.723286,-111.921852,1293.6,13.53,24.16,26.29,18.37,7.0,2.0,16.11,19.0,872.5,0.0,24.0,2.33,33.0,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=50, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,50,4,TRX01,Good,< 12.00,6.00 - 8.00
2022-05-26 04:51:52,40.723286,-111.921852,1293.8,13.53,24.1,24.66,18.37,2.0,1.9,16.22,20.0,872.5,0.0,26.9,2.33,33.0,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=51, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,51,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:52:52,40.723286,-111.921852,1294.0,13.53,24.07,24.25,18.3,2.0,2.0,16.28,19.0,872.5,0.0,32.6,2.34,32.9,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=52, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,52,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:53:52,40.723282,-111.921852,1294.1,13.53,24.04,25.07,18.37,2.0,2.0,16.28,20.0,872.7,0.0,31.2,2.32,32.9,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=53, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,53,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:54:52,40.723282,-111.921852,1294.2,13.53,23.99,25.2,18.37,2.0,2.0,16.22,20.0,872.6,0.0,31.4,2.33,32.8,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=54, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,54,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:55:52,40.723282,-111.921852,1294.4,13.53,23.96,24.9,18.27,2.0,2.0,16.11,20.0,872.7,0.0,34.0,2.33,32.8,826.1,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=55, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,55,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:56:52,40.723282,-111.921852,1294.5,13.53,23.93,24.73,18.37,2.0,2.0,16.11,20.0,872.6,0.0,31.0,2.32,32.8,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=56, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,56,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:57:52,40.723282,-111.921852,1294.6,13.53,23.87,24.66,18.4,2.0,2.0,16.22,20.0,872.7,0.0,29.6,2.34,32.7,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=57, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,57,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:58:52,40.723278,-111.921852,1294.8,13.53,23.84,25.03,18.4,3.0,2.0,16.11,20.0,872.7,0.0,27.0,2.33,32.7,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=58, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,58,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 04:59:52,40.723274,-111.921852,1295.0,13.53,23.81,24.76,18.43,2.0,2.0,16.22,20.0,872.7,0.0,29.3,2.33,32.6,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=4, tm_min=59, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,59,4,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:00:52,40.723274,-111.921852,1295.2,13.53,23.78,23.31,18.47,2.0,2.0,16.22,20.0,872.6,0.0,31.2,2.32,32.6,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=0, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,0,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:01:52,40.72327,-111.92186,1295.3,13.53,23.75,23.92,18.5,2.0,2.0,16.22,20.0,872.7,0.0,32.7,2.33,32.6,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=1, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,1,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:02:52,40.72327,-111.92186,1295.4,13.53,23.7,24.59,18.57,2.0,2.0,16.22,20.0,872.7,0.0,29.5,2.32,32.5,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=2, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,2,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:03:52,40.72327,-111.92186,1295.5,13.53,23.67,22.59,18.57,2.0,2.0,16.28,20.0,872.6,0.0,36.9,2.33,32.5,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=3, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,3,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:04:52,40.723267,-111.92186,1295.5,13.53,23.64,21.48,18.74,2.0,2.0,16.5,19.0,872.6,0.0,34.3,2.31,32.4,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=4, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,4,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:05:52,40.723267,-111.92186,1295.6,13.53,23.61,21.04,18.91,1.0,2.0,16.61,19.0,872.7,0.0,34.8,2.32,32.4,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=5, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,5,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:06:52,40.723267,-111.92186,1295.7,13.53,23.58,20.63,19.11,2.0,2.0,16.78,19.0,872.7,0.0,36.4,2.33,32.4,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=6, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,6,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:07:52,40.723267,-111.92186,1295.9,13.53,23.52,20.66,19.38,1.0,2.0,16.72,19.0,872.8,0.0,37.5,2.33,32.3,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=7, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,7,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:08:52,40.723263,-111.92186,1296.0,13.53,23.5,20.33,19.45,1.0,2.0,16.78,19.0,872.6,0.0,33.3,2.33,32.3,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=8, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,8,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:09:52,40.723263,-111.921852,1296.1,13.53,23.44,20.19,19.59,1.0,2.0,16.78,19.0,872.7,0.0,36.4,2.31,32.3,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=9, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,9,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:10:52,40.723263,-111.921852,1296.0,13.53,23.44,20.12,19.69,2.0,2.0,16.89,19.0,872.8,0.0,38.4,2.33,32.2,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=10, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,10,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:11:52,40.723263,-111.921852,1296.0,13.53,23.41,20.09,19.69,2.0,2.0,16.89,19.0,872.8,0.0,34.1,2.34,32.2,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=11, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,11,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:12:52,40.723263,-111.921852,1295.9,13.53,23.38,20.19,19.79,1.0,2.0,16.78,19.0,872.8,0.0,35.8,2.34,32.2,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=12, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,12,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:13:52,40.723263,-111.921852,1295.9,13.53,23.35,20.36,19.86,2.0,2.0,16.89,19.0,872.7,0.0,40.1,2.32,32.2,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=13, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,13,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:14:52,40.723263,-111.921852,1295.8,13.53,23.32,20.43,19.86,1.0,2.0,16.89,19.0,872.7,0.0,34.9,2.32,32.1,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=14, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,14,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:15:52,40.723263,-111.92186,1295.7,13.53,23.32,20.46,19.86,2.0,2.0,16.78,19.0,872.7,0.0,34.2,2.33,32.1,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=15, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,15,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:16:52,40.723263,-111.92186,1295.7,13.52,23.29,20.56,19.86,1.0,2.0,16.78,19.0,872.7,0.0,33.9,2.33,32.1,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=16, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,16,5,TRX01,Good,< 12.00,< 2.00
2022-05-26 05:17:52,40.723259,-111.92186,1295.7,13.53,23.27,20.56,19.79,2.0,2.0,16.78,19.0,872.9,0.0,30.8,2.33,32.1,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=17, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,17,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:18:52,40.723259,-111.921852,1295.7,13.53,23.27,20.56,19.79,2.0,2.0,16.78,19.0,872.7,0.0,25.4,2.33,32.1,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=18, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,18,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:19:52,40.723259,-111.921852,1295.9,13.53,23.24,20.66,19.86,2.0,2.0,16.78,19.0,872.7,0.0,27.2,2.32,32.0,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=19, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,19,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:20:52,40.723259,-111.921852,1296.0,13.53,23.21,20.77,19.79,2.0,2.0,16.78,19.0,872.9,0.0,27.0,2.33,32.0,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=20, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,20,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:21:52,40.723255,-111.921852,1295.9,13.53,23.21,21.0,19.76,2.0,2.0,16.78,20.0,872.7,0.0,27.2,2.34,32.0,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=21, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,21,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:22:52,40.723251,-111.921852,1295.7,13.53,23.18,21.1,19.79,2.0,2.0,16.78,20.0,872.9,0.0,30.5,2.31,32.0,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=22, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,22,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:23:52,40.723251,-111.921852,1295.7,13.53,23.15,21.17,19.79,2.0,2.0,16.72,20.0,872.6,0.0,31.3,2.32,32.0,826.2,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=23, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,23,5,TRX01,Good,< 12.00,2.00 - 4.00
2022-05-26 05:24:52,40.723251,-111.921852,1295.5,13.53,23.15,21.14,19.79,1.0,2.0,16.78,20.0,872.7,0.0,29.1,2.31,32.0,826.3,0,0,"time.struct_time(tm_year=2022, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=24, tm_sec=52, tm_wday=3, tm_yday=146, tm_isdst=-1)",2022-05-26,2022,5,146,26,24,5,TRX01,Good,< 12.00,< 2.00
